isin	wkn	ticker	valor	name	inception_date	age_in_days	age_in_years	strategy	domicile_country	currency	hedged	securities_lending	dividends	ter	replication	size	is_sustainable	number_of_holdings	yesterday	last_week	last_month	last_three_months	last_six_months	last_year	last_three_years	last_five_years	2023	2022	2021	2020	last_dividends	last_year_dividends	last_year_volatility	last_three_years_volatility	last_five_years_volatility	last_year_return_per_risk	last_three_years_return_per_risk	last_five_years_return_per_risk	max_drawdown	last_year_max_drawdown	last_three_years_max_drawdown	last_five_years_max_drawdown
IE00BKX90X67	A2QDG1	TABI	57872564	Tabula US Enhanced Inflation UCITS ETF EUR Hedged Acc	2020-10-22	1441	3.947945205479452	Long-only	Ireland	EUR	True	False	Accumulating	0.34	Swap based	6	False		4.17	-0.13	2.03	2.88	3.73	7.33	-5.07		1.18	-13.55	14.46				8.23	12.07		0.89	-0.14		-19.47	-3.5	-19.47	
LU2446383338	A3DZEN	ASRX	120971343	BNP Paribas Easy EUR Corporate Bond SRI PAB 3-5Y UCITS ETF	2022-10-27	706	1.9342465753424658	Long-only	Luxembourg	EUR	False	False	Accumulating	0.15	Full replication	6	True	460	4.19	0.36	1.63	3.71	3.71	9.28			7.08						2.9			3.2			-2.81	-1.3		
DE000A2QP323	A2QP32	EXIB	110461709	iShares TecDAX® UCITS ETF (DE) EUR (Dist)	2021-04-27	1254	3.4356164383561643	Long-only	Germany	EUR	False	False	Distributing	0.51	Full replication	6	False	30	0.87	2.64	-0.64	1.97	-2.51	11.22	-9.73		13.51	-26.28			0.0	0.0	14.69	19.33		0.76	-0.17		-35.01	-8.51	-35.01	
IE0001JH5CB4	DBX0SQ	XEPA	121019904	Xtrackers Europe Net Zero Pathway Paris Aligned UCITS ETF 1C	2022-08-25	769	2.106849315068493	Long-only	Ireland	EUR	False	False	Accumulating	0.15	Full replication	6	True	306	10.44	0.4	-1.25	1.61	3.05	18.75			16.31						10.67			1.75			-12.13	-7.25		
LU1645386217	A2DUHV	SHEMC	37504775	UBS ETF (LU) J.P. Morgan USD EM Diversified Bond 1-5 UCITS ETF (hedged to CHF) A-acc	2018-02-28	2408	6.597260273972603	Long-only	Luxembourg	CHF	True	False	Accumulating	0.38	Sampling	6	False	642	3.0	1.29	0.46	4.77	6.39	10.79	6.7	9.68	9.77	-8.56	3.61	1.58			7.99	9.33	8.1	1.35	0.23	0.23	-13.58	-5.52	-13.06	-13.58
IE00B5MJYB88	A0RPSF	SC0Q	10407857	Invesco European Telecoms Sector UCITS ETF	2009-07-08	5565	15.246575342465754	Long-only	Ireland	EUR	False	False	Accumulating	0.2	Swap based Unfunded	6	False		19.19	-0.9	2.29	10.68	16.12	21.64	9.98	5.32	6.37	-15.0	15.88	-14.1			10.39	13.29	17.0	2.08	0.24	0.06	-49.42	-6.4	-21.71	-34.44
IE00B5MJYC95	A0RPSG	SC0R	10407782	Invesco European Travel Sector UCITS ETF	2009-07-07	5566	15.24931506849315	Long-only	Ireland	EUR	False	False	Accumulating	0.2	Swap based Unfunded	6	False		4.11	-1.95	3.67	5.91	-4.4	14.04	-4.76	14.0	24.34	-15.34	9.0	-14.85			16.81	24.55	30.29	0.83	-0.07	0.09	-55.64	-19.69	-37.24	-55.64
IE00B5NLX835	A0RPR0	SC0P	10407728	Invesco European Autos Sector UCITS ETF	2009-07-08	5565	15.246575342465754	Long-only	Ireland	EUR	False	False	Accumulating	0.2	Swap based Unfunded	6	False		-8.69	-2.36	-7.8	-11.37	-21.23	-4.63	-2.11	31.23	24.34	-16.97	24.47	4.58			18.57	24.96	29.5	-0.25	-0.03	0.19	-59.96	-22.95	-31.48	-52.58
IE00BWTNM743	A14S1N	NXTG	28271997	First Trust Indxx NextG UCITS ETF Acc	2015-06-24	3388	9.282191780821918	Long-only	Ireland	USD	False	False	Accumulating	0.7	Full replication	6	False	100	13.92	0.14	1.33	3.26	8.14	23.94	26.56	38.72	23.29	-19.74	26.16	-6.25			11.95	13.87	15.6	2.0	0.59	0.43	-33.85	-9.96	-22.05	-28.29
IE0005TF96I9	A3DT2R	CIB0	123636850	VanEck Bionic Engineering UCITS ETF A	2022-12-02	670	1.8356164383561644	Long-only	Ireland	USD	False	False	Accumulating	0.55	Full replication	6	True	25	0.85	0.53	-1.2	-4.6	-8.57	10.15			0.97						18.24			0.55			-25.42	-14.86		
IE000EBPC0Z7	A3DJVV	FVCH	118374636	Franklin MSCI China Paris Aligned Climate UCITS ETF 	2022-06-14	841	2.304109589041096	Long-only	Ireland	USD	False	False	Accumulating	0.22	Full replication	6	True	137	21.03	19.23	25.58	23.87	25.19	8.86			-20.24						22.43			0.39			-42.44	-21.1		
LU1686831030	LYX0Y6	EMBHI	42746022	Amundi Global Emerging Bond Markit iBoxx UCITS ETF EUR Hedged Dist	2016-11-30	2863	7.843835616438356	Long-only	Luxembourg	EUR	True	True	Distributing	0.4	Sampling	6	False		4.77	-0.45	1.44	5.76	5.42	15.33	-9.52	-9.75	6.02	-18.89	-3.08	2.48	5.68	6.17	9.46	11.46	11.26	1.62	-0.29	-0.18	-28.69	-4.67	-27.11	-28.69
LU0292104030	DBX1ST	DXSG	3067407	Xtrackers MSCI Europe Communication Services ESG Screened UCITS ETF 1C	2007-06-29	6305	17.273972602739725	Long-only	Luxembourg	EUR	False	False	Accumulating	0.17	Full replication	6	True	14	19.76	0.17	3.68	11.07	16.16	25.54	24.59	23.22	17.46	-11.86	15.41	-12.48			9.19	12.86	16.76	2.77	0.59	0.25	-47.79	-4.99	-20.44	-34.38
IE000LGHLQ71	A400MB	BSE7	131873962	Invesco BulletShares 2027 EUR Corporate Bond UCITS ETF EUR Acc	2024-06-18	106	0.29041095890410956	Long-only	Ireland	EUR	False	True	Accumulating	0.1	Sampling	6	True	66		0.37	1.3	3.23																	-0.38			
LU2469335298	A3DKJ5	MPXG	118372957	Amundi Index MSCI Pacific ex Japan SRI PAB UCITS ETF DR GBP (D)	2022-06-01	854	2.33972602739726	Long-only	Luxembourg	GBP	False	False	Distributing	0.15	Full replication	6	True	26	11.16	2.51	5.52	11.63	8.66	17.31			1.88				3.48	3.92	14.09			1.23			-16.67	-8.39		
LU1221100792	DBX0PY	XDUD	30841143	Xtrackers DAX ESG Screened UCITS ETF 2C USD Hedged	2016-01-13	3185	8.726027397260275	Long-only	Luxembourg	USD	True	True	Accumulating	0.19	Full replication	6	True	36	16.64	4.61	4.32	3.34	4.28	22.2	37.72	63.39	18.24	-5.57	26.01	-5.38			12.14	16.72	20.65	1.82	0.67	0.5	-39.73	-8.92	-17.81	-39.73
LU2621112452	ETF097	PRUB	127347537	Amundi US Corporate Bond UCITS ETF GBP Hedged Dist	2023-07-11	449	1.2301369863013698	Long-only	Luxembourg	GBP	True	False	Distributing	0.09	Sampling	6	False	2430	10.55	-0.15	3.71	9.2	9.11	20.36							0.78	0.93	10.09			2.01			-7.99	-4.35		
IE00BM8R0N95	A2QRCP	GN0M	113624936	Global X Genomics & Biotechnology UCITS ETF	2021-11-02	1065	2.9178082191780823	Long-only	Ireland	USD	False	True	Accumulating	0.5	Full replication	5	False	42	-5.83	-0.57	-4.01	1.91	-6.21	3.12			-11.72	-32.85					29.5			0.11			-57.09	-20.35		
IE00BTGD1B38	A12GMT	XDNU	28941550	Xtrackers MSCI Japan ESG Screened UCITS ETF 4C USD Hedged	2015-07-31	3351	9.180821917808219	Long-only	Ireland	USD	True	True	Accumulating	0.25	Full replication	5	True	187	15.94	0.61	-2.06	-9.05	-5.2	15.26	60.14	94.79	29.95	3.05	20.84	0.38			26.7	20.44	19.97	0.57	0.83	0.71	-31.6	-27.09	-27.09	-30.26
IE000KLSD4Y8	A404WZ	WRDG	134436383	UBS ETF (IE) MSCI World UCITS ETF (hedged to GBP) A-dis	2024-04-24	161	0.4410958904109589	Long-only	Ireland	GBP	True	True	Distributing	0.13	Optimized sampling	5	False	1425		-0.25	2.3	5.68																	-10.41			
LU1407891602	LYX0VV	LYTC	33904613	Lyxor iBoxx GBP Liquid Corporates Long Dated UCITS ETF - Dist	2010-11-10	5075	13.904109589041095	Long-only	Luxembourg	GBP	False	False	Distributing	0.09	Swap based Unfunded	5	False		6.55	0.12	1.68	4.56	4.54	15.07	-7.95	-1.21	12.47	-25.0	1.32	3.95	5.8	6.28	6.12	10.03	10.66	2.46	-0.27	-0.02	-34.48	-2.89	-33.84	-34.48
IE00B5MTYK77	A0RPR5	SC02	10407892	Invesco European Financials Sector UCITS ETF	2009-07-07	5566	15.24931506849315	Long-only	Ireland	EUR	False	False	Accumulating	0.2	Swap based Unfunded	5	False		16.4	0.26	1.8	7.93	9.36	32.52	29.49	70.38	28.28	-20.9	24.73	6.05			13.71	19.71	22.42	2.37	0.46	0.5	-43.04	-7.26	-29.54	-43.04
IE000QLV3SY5	A3DJVW	FVEM	118374834	Franklin MSCI Emerging Markets Paris Aligned Climate UCITS ETF 	2023-03-09	573	1.5698630136986302	Long-only	Ireland	USD	False	False	Accumulating	0.18	Full replication	5	True	352	14.4	2.25	5.42	5.58	9.63	18.38									12.85			1.43			-10.43	-10.03		
LU2099295466	LYX0ZV	B8TD	51993339	Amundi Global High Yield Corporate Bond ESG UCITS ETF USD Acc	2020-01-16	1721	4.715068493150685	Long-only	Luxembourg	USD	False	False	Accumulating	0.25	Sampling	5	True	694	6.34	0.35	1.3	2.58	3.52	10.39	6.12		8.47	-8.24	9.29				5.52	7.45		1.88	0.27		-18.91	-2.08	-10.0	
IE000MY0C911	A3EKEL	H41R		HSBC Global Corporate Bond UCITS ETF C EUR Hedged	2023-10-11	357	0.9780821917808219	Long-only	Ireland	EUR	True	False	Accumulating	0.25	Sampling	5	False	3415	4.12	0.0	1.92	5.4	4.22																-3.35			
IE00BJBLDK52	A2PG7C	OUFE	47818978	Ossiam US ESG Low Carbon Equity Factors UCITS ETF 1A (EUR)	2019-05-02	1980	5.424657534246576	Long-only, Active	Ireland	EUR	False	False	Accumulating	0.45	Full replication	5	True	314	16.18	-0.01	1.44	6.34	5.06	22.1	24.2	80.37	9.59	-12.38	40.52	9.3			12.44	17.7	21.22	1.77	0.42	0.59	-35.56	-7.16	-19.02	-35.56
IE00B5MTZM66	A0RPSD	SC05	10407986	Invesco European Retail Sector UCITS ETF	2009-07-07	5566	15.24931506849315	Long-only	Ireland	EUR	False	False	Accumulating	0.2	Swap based Unfunded	5	False		16.4	-2.17	3.3	11.02	5.95	27.73	6.64	49.87	35.98	-33.21	12.46	11.51			17.99	23.91	23.2	1.54	0.09	0.36	-51.48	-9.92	-49.72	-51.48
IE0003KQ8JX1	A3EW6L	JPGD	130211651	JPMorgan Active US Growth UCITS ETF USD (dist)	2024-01-18	258	0.7068493150684931	Long-only, Active	Ireland	USD	False	False	Distributing	0.49	Full replication	5	True	100		-1.05	0.96	-2.74	5.16																-14.36			
LU1737653631	A2H9Q3	10AK	39557995	Amundi Index J.P. Morgan GBI Global Govies UCITS ETF DR EUR (D)	2018-02-06	2430	6.657534246575342	Long-only	Luxembourg	EUR	False	True	Distributing	0.2	Sampling	5	False	1088	2.07	0.66	1.63	4.52	2.6	5.41	-9.37	-12.07	0.46	-12.16	0.45	0.46	1.75	1.81	5.33	6.96	6.34	1.01	-0.46	-0.4	-20.86	-3.75	-17.3	-20.86
IE00BN4Q0933	A2QNQM	AW13	59791118	UBS ETF (IE) MSCI Europe Climate Paris Aligned UCITS ETF (EUR) A-acc	2021-03-09	1303	3.56986301369863	Long-only	Ireland	EUR	False	False	Accumulating	0.15	Full replication	5	True	257	10.94	0.45	-0.19	3.31	4.83	20.71	23.38		17.63	-13.26					10.73	14.47		1.93	0.5		-22.33	-6.9	-22.33	
IE000E9W0ID3	A3E3WT	TLCO	130717951	iShares MSCI Global Telecommunication Services UCITS ETF USD (Acc)	2024-04-03	182	0.4986301369863014	Long-only	Ireland	USD	False	False	Accumulating	0.35	Full replication	5	False	56		1.77	4.65	10.21																	-4.12			
LU1169821029	A14ME2	CHSC	26749794	UBS ETF (LU) MSCI United Kingdom UCITS ETF (hedged to EUR) A-dis	2023-11-15	322	0.8821917808219178	Long-only	Luxembourg	EUR	True	True	Distributing	0.23	Full replication	5	False	79	9.14	-0.4	-1.59	1.25	4.62																-4.69			
LU2090063160	LYX043	ESTE	53842318	Amundi MSCI Eastern Europe Ex Russia UCITS ETF Dist	2020-07-02	1553	4.254794520547946	Long-only	Luxembourg	EUR	False	False	Distributing	0.5	Swap based Unfunded	5	False		7.89	3.02	0.11	-3.31	3.84	33.41	18.73		41.72	-21.81	21.67		2.9	3.75	18.36	23.74		1.81	0.25		-44.09	-11.89	-44.09	
IE000Q2EQ5K8	A3EK6H	28IY	131293894	iShares iBonds Dec 2028 Term EUR Italy Government Bond UCITS ETF EUR (Dist)	2024-04-23	162	0.4438356164383562	Long-only	Ireland	EUR	False	False	Distributing	0.12	Sampling	5	False	7		0.39	1.75	4.41																	-0.99			
IE000REVDBO3	A3E2YC	GSBG	131764311	Goldman Sachs Global Green Bond UCITS ETF USD Hedged (Dist)	2024-05-29	126	0.3452054794520548	Long-only	Ireland	USD	True	False	Distributing	0.22	Full replication	5	True			0.28	0.99	0.47																	-3.19			
IE000BKMMHF9	A3DE9V	BCFB	116792559	UBS ETF (IE) MSCI Pacific (ex Japan) IMI Socially Responsible UCITS ETF (USD) A-acc	2022-06-22	833	2.282191780821918	Long-only	Ireland	USD	False	False	Accumulating	0.19	Full replication	5	True	137	13.47	2.61	5.72	10.66	10.89	21.53			4.65						13.44			1.6			-15.08	-8.22		
LU1737654019	A2H9Q6	10AM	39558001	Amundi Global Aggregate Bond UCITS ETF DR (D)	2017-12-19	2479	6.791780821917809	Long-only	Luxembourg	EUR	False	True	Distributing	0.1	Sampling	5	False	8824	3.31	0.5	1.87	4.29	3.07	6.94	-5.43	-6.15	1.71	-11.21	2.8	0.27	2.54	2.64	6.51	8.51	7.25	1.06	-0.22	-0.17	-15.84	-3.17	-14.74	-15.84
IE000WY37YU4	A3ETWB	IE1G	129180981	iShares EUR Corporate Bond 1-5yr UCITS ETF GBP Hedged (Dist)	2023-09-20	378	1.0356164383561643	Long-only	Ireland	GBP	True	True	Distributing	0.25	Sampling	5	False	2266	9.33	0.31	2.39	5.22	6.95	13.29							1.91	2.12	4.7			2.82			-2.08	-2.08		
IE000TD3TI26	A3EW6J	JPVA	130206935	JPMorgan Active US Value UCITS ETF USD (acc)	2024-01-18	258	0.7068493150684931	Long-only, Active	Ireland	USD	False	False	Accumulating	0.49	Full replication	5	True	156		0.87	1.45	5.23	4.28																-6.32			
LU2780872128	ETF171	BT27	133887400	Amundi Fixed Maturity 2027 Italy BTP Government Bond UCITS ETF Dist	2024-04-25	160	0.4383561643835616	Long-only	Luxembourg	EUR	False	False	Distributing	0.09	Full replication	5	False			0.19	1.26	3.38																	-0.69			
LU0942970368	DBX0NX	XBGG	32213176	Xtrackers II ESG Global Aggregate Bond UCITS ETF 3D - GBP Hedged	2016-04-19	3088	8.46027397260274	Long-only	Luxembourg	GBP	True	False	Distributing	0.1	Sampling	5	True	3956	8.35	0.24	3.01	7.48	7.22	15.17	-2.04	4.28	8.36	-18.37	5.49	-1.04	2.93	3.27	8.35	11.37	10.79	1.81	-0.06	0.08	-20.25	-3.31	-20.25	-20.25
LU1681047665	A2H59B	JPHC	38785075	Amundi ETF JPX Nikkei 400 UCITS ETF Daily Hedged CHF	2016-01-29	3169	8.682191780821919	Long-only	Luxembourg	CHF	True	False	Accumulating	0.18	Swap based Unfunded	5	False		16.14	3.02	-0.57	-1.26	3.24	24.3	64.48	115.6	37.47	0.7	15.32	7.57			23.63	19.22	18.75	1.03	0.94	0.88	-27.68	-21.27	-21.27	-27.68
IE000V04SL39	DBX0UE	XZDU	129148415	Xtrackers MSCI USA High Dividend Yield ESG UCITS ETF 1D	2023-09-13	385	1.0547945205479452	Long-only	Ireland	USD	False	False	Distributing	0.25	Full replication	5	True	94	13.16	0.49	1.54	2.51	5.22	19.59							1.37	1.61	11.99			1.63			-7.37	-7.37		
IE000DTA2ZH9	A3EW6N	JPVD	130206936	JPMorgan Active US Value UCITS ETF USD (dist)	2024-01-18	258	0.7068493150684931	Long-only, Active	Ireland	USD	False	False	Distributing	0.49	Full replication	5	True	156		0.87	1.45	5.23	4.28																-6.32			
IE00BG88WL21	A2P0YZ	COMS	50928903	WisdomTree Enhanced Commodity UCITS ETF CHF Hedged Acc	2019-12-06	1762	4.8273972602739725	Long-only	Ireland	CHF	True	False	Accumulating	0.35	Swap based Unfunded	5	False		1.28	2.75	2.67	1.97	4.91	-0.66	16.15		-6.21	15.4	29.98	-0.32			12.81	17.75		-0.05	0.29		-23.98	-10.36	-23.98	
IE000P5IB8I8	A400MA	BSE9	131803736	Invesco BulletShares 2029 EUR Corporate Bond UCITS ETF EUR Acc	2024-06-18	106	0.29041095890410956	Long-only	Ireland	EUR	False	True	Accumulating	0.1	Sampling	5	True	66		0.38	1.74	4.37																	-0.79			
IE000YK1TO74	A3DG6X	JYEH	117540618	JPMorgan Global High Yield Corporate Bond Multi-Factor UCITS ETF EUR Hedged (dist)	2022-05-17	869	2.3808219178082193	Long-only, Active	Ireland	EUR	True	False	Distributing	0.35	Full replication	5	True	419	7.0	0.46	1.9	5.05	5.01	13.68			8.28				6.14	6.55	6.48			2.1			-8.19	-2.19		
IE00BWT3KJ20	A14Y6U	UBUV	29317200	UBS ETF (IE) Factor MSCI USA Low Volatility UCITS ETF (hedged to EUR) A-acc	2015-12-10	3219	8.819178082191781	Long-only	Ireland	EUR	True	True	Accumulating	0.21	Full replication	5	False	179	15.44	0.54	1.44	11.99	8.82	25.15	18.87	38.56	3.93	-10.68	22.58	2.36			11.37	15.92	19.76	2.21	0.37	0.34	-37.72	-5.4	-19.11	-37.72
IE0007M3MLF3	A3D10A	WGRU	125201816	WisdomTree Global Quality Dividend Growth UCITS ETF EUR Hedged Acc	2023-03-20	562	1.5397260273972602	Long-only	Ireland	EUR	True	False	Accumulating	0.43	Optimized sampling	5	True	586	13.05	-0.05	-0.26	3.51	5.28	22.99									10.53			2.18			-9.46	-6.6		
LU1324517454	A1439S	SBEMA	30555629	UBS ETF (LU) Bloomberg USD Emerging Markets Sovereign UCITS ETF (USD) A-acc	2018-01-31	2436	6.673972602739726	Long-only	Luxembourg	USD	False	False	Accumulating	0.25	Sampling	5	False	628	8.21	0.23	1.57	1.57	3.19	12.84	1.81	0.08	7.86	-14.05	5.4	-4.23			6.78	8.8	9.16	1.89	0.07	0.0	-21.34	-2.97	-17.6	-21.34
IE0002UTLE51	A3DRJX	H41A	121003560	HSBC World ESG Biodiversity Screened Equity UCITS ETF USD (Acc)	2022-08-10	784	2.147945205479452	Long-only	Ireland	USD	False	False	Accumulating	0.35	Full replication	5	True	498	7.23	-0.34	0.95	1.12	-0.17	17.1			22.38						11.78			1.45			-15.82	-9.93		
IE0001YGXFO5	A406QC	WCTA	133332301	iShares MSCI World Climate Transition Aware UCITS ETF USD (Acc)	2024-06-11	113	0.3095890410958904	Long-only	Ireland	USD	False	False	Accumulating	0.2	Full replication	5	True	759		1.26	2.55	1.69																	-8.94			
IE00BYTH5594	A3C9EV	SPFW	115536344	SPDR MSCI World Climate Paris Aligned UCITS ETF USD Unhedged (Acc)	2022-03-04	943	2.5835616438356164	Long-only	Ireland	USD	False	False	Accumulating	0.15	Full replication	5	True	543	17.74	0.17	1.38	3.52	7.11	27.86			21.12						11.66			2.38			-16.09	-8.09		
IE000LZ7BZW8	A3EK6G	26TP	131293860	iShares iBonds Dec 2026 Term EUR Italy Government Bond UCITS ETF EUR (Dist)	2024-04-23	162	0.4438356164383562	Long-only	Ireland	EUR	False	False	Distributing	0.12	Sampling	5	False	12		0.2	0.98	2.6																	-0.4			
IE0002RPS3K2	A3E40P	HYCN	116285897	Global X Hydrogen UCITS ETF USD Accumulating	2022-02-07	968	2.652054794520548	Long-only	Ireland	USD	False	False	Accumulating	0.5	Full replication	5	True	17	-32.24	2.12	0.0	-11.27	-16.09	-38.41			-38.79						103.98			-0.37			-77.89	-47.45		
LU1681039308	A2H59A	18MQ	38785067	Amundi JPX Nikkei 400 UCITS ETF Daily Hedged GBP	2015-05-28	3415	9.356164383561644	Long-only	Luxembourg	GBP	True	False	Accumulating	0.18	Swap based Unfunded	5	False		24.26	1.66	-0.18	-2.64	2.72	28.16	60.54	115.27	36.76	-7.67	19.12	2.57			25.88	20.53	20.79	1.08	0.83	0.8	-41.13	-26.34	-26.34	-34.71
IE00BN4Q0L55	A2QNQH	AW1Z	59789820	UBS ETF (IE) MSCI EMU Climate Paris Aligned UCITS ETF (EUR) A-acc	2021-03-09	1303	3.56986301369863	Long-only	Ireland	EUR	False	False	Accumulating	0.14	Full replication	5	True	127	9.33	1.27	1.27	3.35	2.51	19.24	18.22		17.7	-13.98					12.23	16.44		1.57	0.35		-24.8	-9.23	-24.8	
IE00BT9PVG14	A2DGY4	FDNI	32021978	First Trust Dow Jones International Internet UCITS ETF Acc	2017-01-17	2815	7.712328767123288	Long-only	Ireland	USD	False	False	Accumulating	0.65	Full replication	5	False	40	28.55	9.24	19.35	20.62	23.69	32.66	-22.53	-23.3	-1.41	-34.71	-18.63	5.03			20.6	31.1	28.53	1.58	-0.26	-0.18	-63.9	-13.46	-57.27	-63.9
IE0000H445G8	A3CR8S	CNIE	113698664	VanEck New China ESG UCITS ETF A	2021-09-24	1104	3.0246575342465754	Long-only	Ireland	USD	False	False	Accumulating	0.6	Full replication	5	True	100	7.05	23.7	25.42	17.67	10.55	0.07	-21.67		-11.74	-23.43					23.21	21.95		0.0	-0.36		-45.44	-24.1	-45.44	
IE0006UGU3X3	A3EK6E	27IT	131325190	iShares iBonds Dec 2027 Term USD Treasury UCITS ETF USD (Dist)	2024-04-23	162	0.4438356164383562	Long-only	Ireland	USD	False	False	Distributing	0.1	Sampling	5	False	35		0.0	0.66	-0.62																	-2.92			
IE00BG13YL86	A2JDDF	IS0V	40149725	iShares Edge MSCI Europe Multifactor UCITS ETF EUR (Dist)	2018-02-23	2413	6.610958904109589	Long-only	Ireland	EUR	False	True	Distributing	0.45	Optimized sampling	5	False	163	15.95	-0.44	-0.73	2.11	4.87	24.59	26.66	58.8	19.85	-16.0	27.25	-0.65	2.43	2.96	10.03	13.95	17.14	2.44	0.59	0.56	-37.04	-7.51	-24.4	-37.04
IE00BLDGHX39	A2P2Z8	SPXCC	54125686	UBS ETF (IE) US Equity Defensive Covered Call SF UCITS ETF (USD) A-acc	2020-07-08	1547	4.238356164383561	Long-only	Ireland	USD	False	False	Accumulating	0.29	Swap based	5	False		19.13	0.66	2.5	0.56	5.99	24.03	34.52		18.67	-13.3	36.28				11.89	15.95		2.01	0.65		-15.29	-8.65	-15.29	
IE00BF2FNL98	A2PL8U	T3GB	48477504	Invesco US Treasury Bond 1-3 Year UCITS ETF GBP Hedged Dist	2019-06-28	1923	5.2684931506849315	Long-only	Ireland	GBP	True	True	Distributing	0.1	Sampling	5	False	96	8.22	-0.13	2.24	5.12	6.56	10.95	4.84	11.47	5.86	-10.02	6.51	-2.88	4.18	4.44	6.9	9.85	9.14	1.58	0.16	0.24	-12.08	-2.36	-12.08	-12.08
IE000130VPV5	A40HTB	LM9A	137597931	BNP Paribas Easy Sustainable US UCITS ETF USD Acc	2024-07-01	93	0.2547945205479452	Long-only, Active	Ireland	USD	False	False	Accumulating	0.2	Full replication	5	True	215		5.78	7.19																		-4.31			
IE000P334X90	A3CR8D	JRXE	112088835	JPMorgan AC Asia Pacific ex Japan Research Enhanced Index Equity (ESG) UCITS ETF USD (dist)	2022-02-15	960	2.6301369863013697	Long-only, Active	Ireland	USD	False	False	Distributing	0.3	Full replication	5	True	359	15.17	2.74	5.75	4.23	11.65	18.13			1.58				1.92	2.22	13.69			1.32			-20.38	-10.7		
GB00BLBDZW12	A3GWV3	ET0Y	117547927	Global X Ethereum ETP	2022-03-08	939	2.5726027397260274	Long-only	Jersey	USD	False	False	Accumulating	0.0	Physically backed	5	False		5.91	-2.86	2.52	-29.65	-31.37	43.41			90.37						56.9			0.76			-69.14	-44.07		
IE00BLCH1X54	A2P1FV	T1EU	53154587	Invesco US Treasury Bond 0-1 Year UCITS ETF EUR Hedged Acc	2020-03-30	1647	4.512328767123288	Long-only	Ireland	EUR	True	True	Accumulating	0.1	Sampling	5	False	51	2.88	-0.07	0.62	1.34	2.08	4.02	3.79		2.78	-1.94	-0.51				5.15	7.08		0.78	0.18		-4.48	-1.36	-4.13	
LU2662649685	DBX0UV	XU10	130854634	Xtrackers II US Treasuries 7-10 UCITS ETF 1D	2023-12-06	301	0.8246575342465754	Long-only	Luxembourg	USD	False	True	Distributing	0.06	Sampling	5	False	12	4.39	0.73	2.04	3.91	3.36																-4.73			
IE00BYTH5370	A3C9EW	SPF8	115601172	SPDR MSCI ACWI Climate Paris Aligned UCITS ETF Acc USD	2022-04-20	896	2.4547945205479453	Long-only	Ireland	USD	False	False	Accumulating	0.2	Full replication	5	True	810	17.63	0.27	1.61	3.66	7.59	26.56			17.99						11.22			2.36			-14.29	-8.3		
LU1859445063	A2N7XZ	ZSRL	43878275	BNP Paribas Easy FTSE EPRA/NAREIT Developed Europe UCITS ETF QD EUR Hedged	2018-09-25	2199	6.024657534246575	Long-only	Luxembourg	EUR	True	False	Distributing	0.43	Full replication	5	False	103	8.99	1.63	5.05	12.26	11.45	31.03	-15.09	-9.64	14.29	-35.47	15.42	-9.49	3.33	4.21	19.97	23.14	22.75	1.55	-0.23	-0.09	-45.68	-11.56	-45.07	-45.68
IE0002PA3YE5	A3CQ9Y	IUME	111868093	iShares MSCI USA Momentum Factor ESG UCITS ETF USD (Acc)	2021-06-29	1191	3.263013698630137	Long-only	Ireland	USD	False	False	Accumulating	0.2	Full replication	5	True	100	26.28	1.07	3.47	1.07	5.78	36.96	23.53		13.38	-18.52					17.94	20.7		2.05	0.35		-25.7	-12.35	-25.7	
IE00BFF5RZ82	A2JAE4	IQQ2	39655088	iShares Edge MSCI USA Momentum Factor UCITS ETF USD (Dist)	2018-02-21	2415	6.616438356164384	Long-only	Ireland	USD	False	True	Distributing	0.2	Optimized sampling	5	False	125	28.39	-0.59	1.94	-0.82	4.4	38.61	23.78	76.0	5.06	-12.61	21.99	18.2	0.49	0.68	19.26	20.94	24.27	2.0	0.35	0.49	-33.68	-14.79	-25.3	-33.68
DE000PB6R1B1	PB6R1B	BNQC		BNPP RICI Enhanced Brent Öl (TR) ETC	2016-09-02	2952	8.087671232876712	Long-only	Netherlands	USD	False	False	Accumulating	1.0	Swap based	4	False		5.5	1.44	-1.06	-11.74	-8.39	-8.35			-1.88						22.78			-0.37			-29.98	-18.47		
LU2641054122	DBX0T2	XE01	129265492	Xtrackers II Eurozone Government Bond 0-1 UCITS ETF 1C	2023-09-12	386	1.0575342465753426	Long-only	Luxembourg	EUR	False	True	Accumulating	0.07	Optimized sampling	4	False	43	2.8	0.09	0.38	1.1	1.94	3.83									0.32			11.84			-0.06	-0.06		
LU2780871823	ETF169	AK8G	133885809	Amundi Fixed Maturity 2027 German Bund Government Bond UCITS ETF Dist	2024-04-25	160	0.4383561643835616	Long-only	Luxembourg	EUR	False	False	Distributing	0.09	Full replication	4	False	7		0.39	1.27	3.08																	-0.5			
IE00BG04LT92	A2JDYP	XUHE	114060709	Xtrackers USD High Yield Corporate Bond UCITS ETF 2C EUR Hedged	2021-10-14	1084	2.96986301369863	Long-only	Ireland	EUR	True	True	Accumulating	0.25	Optimized sampling	4	False	819	6.27	0.26	1.9	5.27	5.41	13.88			10.8	-14.64					7.35			1.88			-17.85	-2.5		
